Xa,Ya,Xr,Yr
-1.24,-5.07,-2.41,6.18
-1.29,-4.97,-4.25,4.86
-1.33,-4.91,-3.15,2.32
-1.32,-4.84,1.13,2.71
-1.26,-4.80,3.19,1.49
-1.19,-4.79,3.53,1.49
-1.08,-4.74,4.59,3.74
-1.00,-4.59,3.41,7.52
-0.98,-4.37,1.39,10.78
-1.00,-4.11,-1.47,11.64
-1.12,-3.88,-5.35,9.56
-1.41,-3.81,-14.26,3.10
-1.87,-3.88,-22.82,-3.23
-2.46,-4.03,-30.33,-7.38
-3.16,-4.18,-35.34,-8.02
-3.90,-4.31,-37.90,-6.84
-4.57,-4.34,-34.89,-2.86
-5.03,-4.27,-24.96,1.74
-5.23,-4.19,-11.91,2.54
-5.20,-4.15,0.22,0.16
-4.93,-4.10,12.94,-0.88
-4.58,-4.07,18.42,0.09
-4.08,-4.08,23.82,-2.06
-3.55,-4.22,26.23,-7.25
-3.03,-4.52,26.22,-13.88
-2.55,-4.94,24.80,-20.74
-2.07,-5.43,24.48,-25.22
-1.63,-6.00,23.11,-28.50
-1.25,-6.65,19.92,-32.68
-0.94,-7.38,16.20,-35.92
-0.71,-8.11,12.90,-36.28
-0.49,-8.77,11.45,-34.24
-0.32,-9.38,8.66,-31.88
-0.26,-9.98,4.18,-30.11
-0.26,-10.56,-0.07,-28.81
-0.33,-11.11,-3.70,-27.35
-0.44,-11.62,-6.31,-25.65
-0.60,-12.12,-9.05,-24.52
-0.80,-12.57,-10.92,-22.73
-1.03,-12.93,-12.60,-18.78
-1.30,-13.17,-14.60,-13.73
-1.63,-13.28,-17.53,-7.78
-2.00,-13.28,-19.71,-1.51
-2.43,-13.11,-22.19,6.41
-2.86,-12.76,-22.88,15.37
-3.29,-12.22,-23.17,25.80
-3.72,-11.50,-23.23,34.40
-4.14,-10.65,-22.89,41.24
-4.59,-9.72,-23.25,46.00
-5.00,-8.69,-22.16,50.59
-5.33,-7.61,-19.78,54.11
-5.63,-6.52,-17.84,55.23
-5.91,-5.47,-16.35,53.88
-6.11,-4.45,-13.90,52.19
-6.19,-3.44,-8.76,52.30
-6.19,-2.44,-3.97,52.43
-6.08,-1.50,0.40,49.99
-5.88,-0.60,4.77,47.80
-5.62,0.21,8.74,43.57
-5.32,0.88,10.84,37.72
-5.04,1.41,11.44,30.12
-4.73,1.82,12.54,23.52
-4.39,2.14,14.60,18.25
-4.05,2.31,15.55,11.58
-3.78,2.29,13.08,0.68
-3.60,2.05,9.86,-10.60
-3.49,1.63,6.37,-19.89
-3.45,1.05,3.00,-28.40
-3.44,0.35,1.32,-33.90
-3.37,-0.39,3.10,-36.24
-3.19,-1.09,8.32,-34.96
-2.84,-1.73,16.07,-31.80
-2.35,-2.34,23.00,-29.68
-1.77,-2.93,28.12,-27.56
-1.12,-3.46,31.70,-24.82
-0.42,-3.93,33.97,-21.59
0.27,-4.33,34.34,-18.76
0.96,-4.70,33.98,-15.83
1.61,-4.93,32.81,-10.73
2.24,-5.00,31.32,-2.97
2.78,-4.91,27.59,4.14
3.14,-4.73,19.95,8.75
3.30,-4.47,11.12,11.64
3.32,-4.15,2.79,14.57
3.17,-3.78,-5.90,17.05
2.84,-3.42,-14.04,17.70
2.36,-3.10,-22.32,16.40
1.76,-2.82,-29.37,13.86
1.01,-2.61,-36.35,10.40
0.13,-2.46,-42.60,7.74
-0.84,-2.34,-47.31,5.93
-1.86,-2.23,-50.44,5.64
-2.89,-2.09,-51.67,6.66
-3.94,-1.94,-52.40,8.00
-4.98,-1.75,-52.07,10.13
-5.98,-1.53,-49.99,12.30
-6.90,-1.26,-46.89,14.42
-7.72,-0.98,-42.53,15.44
-8.44,-0.72,-37.98,14.82
-9.03,-0.50,-32.10,13.03
-9.53,-0.37,-27.35,9.13
-9.95,-0.35,-23.17,3.65
-10.30,-0.45,-19.75,-2.11
-10.55,-0.61,-15.22,-5.66
-10.71,-0.80,-10.81,-7.86
-10.80,-1.04,-6.90,-10.02
-10.83,-1.30,-3.50,-11.69
-10.79,-1.56,-0.04,-12.44
-10.68,-1.76,3.74,-10.58
-10.50,-1.90,7.20,-7.29
-10.29,-1.98,9.22,-4.95
-10.04,-2.03,11.16,-3.10
-9.78,-2.04,12.46,-1.39
-9.50,-2.05,13.40,-0.53
-9.22,-2.06,13.58,-0.71
-8.94,-2.07,13.57,-0.96
-8.66,-2.10,13.95,-1.14
-8.38,-2.12,13.82,-1.16
-8.12,-2.15,12.71,-1.66
-7.90,-2.21,11.36,-2.74
-7.68,-2.26,10.83,-2.80
-7.48,-2.31,9.71,-2.65
-7.32,-2.35,8.28,-2.27
-7.19,-2.38,6.85,-1.34
-7.06,-2.38,5.97,-0.36
-6.95,-2.36,5.26,0.90
-6.85,-2.31,4.62,1.50
-6.76,-2.27,4.31,1.58
-6.67,-2.24,4.25,1.23
-6.58,-2.24,3.75,-0.04
-6.50,-2.28,3.81,-1.81
-6.42,-2.37,3.37,-3.99
-6.35,-2.48,3.31,-5.15
-6.27,-2.62,3.66,-5.88
-6.20,-2.75,3.64,-6.48
-6.13,-2.91,3.00,-7.29
-6.09,-3.07,1.89,-7.67
-6.06,-3.20,1.09,-6.85
-6.04,-3.27,0.85,-3.99
-6.01,-3.26,0.77,-0.59
-5.98,-3.19,1.11,2.36
-5.97,-3.10,0.56,3.92
-5.96,-2.99,0.12,5.04
-5.94,-2.86,0.47,6.29
-5.91,-2.72,0.93,6.78
-5.86,-2.58,1.76,6.61
-5.80,-2.47,1.97,5.24
-5.74,-2.39,2.68,4.15
-5.65,-2.33,3.34,3.50
-5.55,-2.27,4.19,3.15
-5.42,-2.20,5.42,4.16
-5.28,-2.10,5.85,5.29
-5.13,-1.99,6.21,6.26
-4.99,-1.86,6.16,6.94
-4.86,-1.73,5.40,6.72
-4.76,-1.61,4.37,6.36
-4.66,-1.49,3.93,5.98
-4.58,-1.38,3.55,5.62
-4.52,-1.30,2.76,4.55
-4.47,-1.23,1.87,3.29
-4.43,-1.19,1.46,2.18
-4.42,-1.16,0.61,1.63
-4.41,-1.14,0.06,0.89
-4.41,-1.13,-0.28,0.70
-4.44,-1.12,-0.78,0.89
-4.46,-1.11,-1.10,1.26
-4.51,-1.08,-1.69,2.06
-4.54,-1.01,-1.77,3.26
-4.57,-0.90,-1.87,5.16
-4.59,-0.76,-1.97,6.81
-4.63,-0.60,-2.58,7.72
-4.66,-0.43,-2.91,8.30
-4.69,-0.26,-2.70,8.23
-4.71,-0.11,-2.74,7.61
-4.76,0.00,-3.66,6.34
-4.82,0.08,-4.00,4.92
-4.88,0.13,-4.43,3.46
-4.95,0.14,-4.41,1.94
-4.99,0.16,-3.51,2.01
-5.02,0.18,-2.58,2.09
-5.04,0.19,-1.99,1.62
-5.06,0.19,-1.95,1.07
-5.08,0.19,-1.69,0.83
-5.10,0.20,-1.50,1.24
-5.11,0.23,-1.00,2.36
-5.12,0.29,-0.89,3.06
-5.15,0.36,-1.04,3.81
-5.16,0.45,-0.51,4.13
-5.16,0.53,0.10,3.88
-5.15,0.58,0.30,2.70
-5.12,0.60,1.71,1.27
-5.04,0.57,3.65,-0.65
-4.89,0.49,6.74,-3.33
-4.65,0.34,11.13,-6.82
-4.31,0.09,16.24,-11.09
-3.87,-0.28,21.19,-17.69
-3.34,-0.81,25.90,-25.58
-2.68,-1.53,31.46,-35.04
-1.88,-2.42,38.74,-43.66
-0.93,-3.53,46.64,-53.63
0.19,-4.83,54.85,-63.31
1.47,-6.34,62.95,-74.19
2.83,-8.07,68.56,-85.85
4.27,-9.98,72.01,-96.12
5.73,-12.00,73.25,-102.34
7.23,-14.01,75.15,-102.71
8.81,-15.91,79.17,-97.88
10.49,-17.63,84.44,-89.09
12.23,-19.16,88.00,-79.57
13.99,-20.48,88.99,-67.89
15.75,-21.67,88.96,-60.86
17.47,-22.78,88.06,-56.90
19.12,-23.81,85.11,-53.37
20.71,-24.80,81.92,-51.18
22.25,-25.76,78.32,-49.09
23.72,-26.72,74.88,-48.08
25.09,-27.68,70.65,-47.68
26.44,-28.63,68.06,-46.44
27.81,-29.53,67.58,-43.64
29.15,-30.38,66.38,-41.70
30.44,-31.25,63.27,-41.62
31.64,-32.11,58.77,-41.09
32.75,-32.92,54.01,-38.76
33.77,-33.69,48.81,-35.99
34.65,-34.39,41.81,-32.61
35.40,-35.00,34.73,-27.84
36.01,-35.49,27.19,-22.01
36.43,-35.82,18.57,-14.67
36.69,-36.00,9.72,-6.36
36.74,-35.97,-0.07,2.65
36.59,-35.78,-10.11,11.16
36.23,-35.41,-20.68,19.80
35.67,-34.88,-30.35,27.43
34.91,-34.21,-39.78,34.53
34.02,-33.41,-47.64,40.41
32.97,-32.51,-54.78,45.48
31.79,-31.54,-61.29,48.76
30.49,-30.56,-67.26,50.27
29.08,-29.56,-72.28,50.48
27.58,-28.55,-77.20,50.62
25.99,-27.53,-81.31,50.90
24.34,-26.50,-84.26,51.09
22.64,-25.47,-86.82,50.71
20.91,-24.46,-88.50,49.58
19.15,-23.52,-89.95,46.28
17.36,-22.68,-90.65,41.54
15.58,-21.98,-90.70,34.84
13.85,-21.40,-88.56,28.16
12.20,-20.97,-84.86,20.55
10.65,-20.70,-79.86,12.82
9.23,-20.61,-73.41,3.92
7.95,-20.74,-66.71,-6.64
6.82,-21.09,-59.40,-18.12
5.85,-21.66,-51.53,-29.06
5.03,-22.42,-42.84,-38.97
4.40,-23.37,-34.09,-47.63
3.97,-24.46,-25.17,-55.53
3.68,-25.69,-16.86,-62.53
3.51,-27.05,-9.72,-68.02
3.46,-28.46,-3.86,-71.50
3.51,-29.89,0.74,-72.90
3.62,-31.29,4.52,-71.59
3.78,-32.61,7.50,-67.80
3.95,-33.87,8.15,-64.70
4.01,-35.09,4.37,-62.85
3.94,-36.26,-0.76,-61.87
3.71,-37.40,-7.01,-60.49
3.39,-38.42,-13.09,-55.53
3.02,-39.30,-17.08,-47.27
2.57,-39.99,-21.64,-36.40
2.10,-40.38,-23.12,-20.94
1.68,-40.41,-20.66,-2.91
1.32,-40.13,-18.08,12.75
0.97,-39.64,-16.73,24.94
0.70,-38.89,-13.41,36.80
0.48,-37.92,-10.65,47.22
0.32,-36.84,-8.84,53.90
0.16,-35.62,-7.74,60.33
0.03,-34.20,-5.60,69.65
-0.03,-32.62,-5.51,77.32
-0.21,-30.92,-8.32,83.48
-0.46,-29.11,-11.20,89.75
-0.74,-27.03,-13.10,102.15
-1.11,-24.69,-18.74,114.77
-1.68,-22.12,-27.74,127.08
-2.50,-19.35,-39.61,136.41
-3.64,-16.48,-55.15,141.83
-5.09,-13.62,-71.05,142.67
-6.89,-10.85,-88.31,138.10
-8.93,-8.24,-101.91,130.65
-11.11,-5.80,-110.04,122.52
-13.35,-3.58,-114.40,112.30
-15.58,-1.54,-114.58,103.20
-17.74,0.29,-112.00,94.07
-19.78,1.95,-106.64,86.41
-21.70,3.42,-100.55,76.77
-23.49,4.72,-94.21,67.98
-25.06,5.93,-84.23,63.06
-26.42,7.07,-73.84,59.69
-27.61,8.10,-63.87,53.88
-28.63,9.03,-54.86,47.95
-29.40,9.94,-42.85,45.81
-29.89,10.89,-28.78,47.07
-30.10,11.86,-14.15,48.41
-30.09,12.78,-1.47,45.95
-29.81,13.63,11.87,42.36
-29.29,14.38,24.66,37.85
-28.56,15.05,35.70,33.44
-27.67,15.62,44.69,28.31
-26.61,16.10,52.77,24.26
-25.38,16.54,61.03,22.43
-24.03,16.90,66.88,19.19
-22.62,17.18,70.85,14.46
-21.13,17.39,74.11,11.50
-19.57,17.57,77.33,9.98
-17.97,17.74,79.63,8.45
-16.30,17.88,82.45,7.21
-14.52,18.02,87.42,7.73
-12.70,18.15,90.48,6.45
-10.83,18.25,92.30,4.69
-8.97,18.32,92.34,3.28
-7.09,18.40,91.67,2.97
-5.21,18.52,91.86,4.61
-3.35,18.68,90.75,6.19
-1.54,18.92,89.17,8.74
0.24,19.20,87.74,11.20
1.95,19.50,84.43,12.03
3.56,19.69,79.58,8.89
5.06,19.74,74.75,3.10
6.44,19.63,69.04,-4.75
7.72,19.33,63.74,-13.46
8.89,18.83,58.18,-23.12
9.99,18.16,53.75,-31.87
11.03,17.37,51.42,-38.07
12.07,16.49,50.08,-43.08
13.05,15.46,48.33,-49.67
13.99,14.30,46.17,-56.62
14.90,13.01,44.49,-63.32
15.84,11.65,44.89,-67.48
16.78,10.23,44.58,-70.76
17.69,8.70,43.52,-75.79
18.54,7.05,40.98,-81.74
19.35,5.29,38.91,-86.92
20.12,3.49,37.27,-89.97
20.88,1.65,35.57,-92.42
21.61,-0.21,34.40,-93.34
22.33,-2.07,34.46,-93.08
23.09,-3.90,35.49,-92.33
23.85,-5.71,35.86,-91.65
24.59,-7.54,34.82,-92.36
25.24,-9.44,31.31,-95.37
25.78,-11.44,26.34,-100.13
26.20,-13.54,20.10,-105.02
26.50,-15.70,13.42,-108.36
26.65,-17.87,6.04,-108.81
26.63,-19.97,-1.76,-106.15
26.48,-21.95,-7.83,-99.81
26.19,-23.80,-15.03,-93.06
25.77,-25.49,-22.59,-85.86
25.17,-27.03,-31.30,-78.08
24.36,-28.50,-42.35,-72.97
23.30,-29.90,-54.03,-69.79
22.10,-31.16,-61.46,-64.05
20.80,-32.30,-66.48,-56.21
19.42,-33.28,-71.14,-49.12
17.98,-34.11,-74.20,-40.56
16.51,-34.74,-74.74,-30.59
15.02,-35.16,-75.53,-20.18
13.50,-35.40,-76.87,-10.51
11.91,-35.46,-80.20,-1.44
10.27,-35.28,-82.50,9.85
8.65,-34.84,-82.55,24.48
7.04,-34.08,-81.57,40.29
5.47,-33.02,-79.37,55.96
4.00,-31.55,-74.70,75.51
2.62,-29.78,-71.11,90.36
1.13,-27.90,-73.92,95.92
-0.49,-26.06,-79.69,94.68
-2.19,-24.25,-84.31,92.73
-3.97,-22.54,-88.75,88.31
-5.81,-20.94,-92.29,84.25
-7.59,-19.27,-90.33,85.82
-9.31,-17.60,-87.31,87.58
-10.99,-15.92,-85.85,87.15
-12.61,-14.23,-83.20,87.96
-14.10,-12.45,-76.91,92.34
-15.46,-10.61,-70.35,95.83
-16.65,-8.72,-62.42,98.15
-17.67,-6.77,-53.35,101.11
-18.43,-4.71,-40.28,106.29
-18.92,-2.59,-27.48,109.63
-19.17,-0.46,-14.91,110.08
-19.19,1.71,-2.05,111.18
-18.90,3.86,12.37,110.74
-18.39,5.91,23.62,106.32
-17.72,7.85,33.31,100.18
-16.86,9.71,42.83,95.74
-15.81,11.46,51.60,91.13
-14.64,13.11,58.23,85.72
-13.36,14.67,64.21,80.96
-11.94,16.19,70.27,78.50
-10.39,17.63,76.81,75.46
-8.70,18.97,82.83,70.46
-6.94,20.15,87.82,62.80
-5.06,21.11,93.45,53.10
-3.10,21.87,97.50,42.36
-1.08,22.35,101.43,29.52
1.02,22.57,105.13,16.31
3.19,22.48,108.32,1.43
5.44,22.14,111.93,-12.37
7.73,21.54,114.09,-26.80
10.10,20.73,116.94,-37.57
12.48,19.77,118.66,-47.08
14.87,18.62,119.11,-55.91
17.25,17.32,119.16,-63.73
19.59,15.90,117.82,-70.23
21.91,14.36,116.56,-75.72
24.15,12.73,113.77,-80.35
26.28,10.97,108.46,-86.10
28.29,9.11,102.08,-91.67
30.09,7.12,93.08,-98.33
31.62,4.96,79.60,-106.97
32.83,2.69,65.32,-113.06
33.76,0.35,50.17,-116.31
34.38,-1.96,35.30,-116.88
34.72,-4.23,20.80,-114.92
34.80,-6.38,7.84,-109.61
34.67,-8.39,-3.35,-102.03
34.35,-10.18,-13.94,-93.44
33.83,-11.84,-24.31,-85.40
33.14,-13.32,-32.79,-76.50
32.32,-14.67,-40.60,-68.48
31.36,-15.90,-48.08,-61.98
30.27,-17.02,-55.34,-55.86
29.11,-17.99,-60.28,-48.01
27.91,-18.84,-63.46,-40.12
26.66,-19.51,-65.84,-31.76
25.41,-20.07,-67.42,-25.20
24.11,-20.49,-69.06,-18.69
22.78,-20.83,-70.61,-13.85
21.39,-21.11,-73.47,-10.96
19.91,-21.36,-77.72,-9.81
18.34,-21.58,-81.66,-8.08
16.70,-21.74,-84.51,-5.71
15.01,-21.86,-87.13,-2.97
13.30,-21.91,-88.29,0.05
11.56,-21.91,-89.74,2.40
9.77,-21.91,-91.43,2.81
7.95,-21.87,-92.58,4.60
6.15,-21.79,-91.90,7.52
4.35,-21.64,-91.22,9.91
2.57,-21.42,-90.49,13.55
0.86,-21.04,-86.94,21.17
-0.78,-20.48,-82.33,30.16
-2.37,-19.80,-79.55,36.16
-3.97,-19.01,-78.88,41.85
-5.51,-18.04,-75.63,50.77
-6.94,-16.85,-70.46,61.56
-8.32,-15.49,-67.07,69.14
-9.68,-14.03,-65.44,75.34
-10.90,-12.30,-59.24,86.83
-12.02,-10.36,-53.56,97.87
-13.09,-8.30,-50.52,103.97
-14.13,-6.11,-48.30,109.61
-15.10,-3.82,-45.59,115.28
-16.05,-1.47,-43.84,118.28
-16.95,0.92,-40.76,120.54
-17.77,3.37,-37.28,122.58
-18.43,5.84,-30.70,125.03
-19.02,8.26,-25.96,121.98
-19.54,10.51,-21.92,114.50
-19.91,12.65,-15.32,108.45
-20.14,14.64,-7.88,100.90
-20.18,16.46,0.82,92.91
-20.02,18.14,10.98,85.09
-19.62,19.69,22.39,78.76
-18.98,21.10,34.39,71.51
-18.13,22.34,45.21,62.04
-17.05,23.35,56.22,51.18
-15.77,24.14,66.22,39.85
-14.25,24.73,77.27,30.02
-12.53,25.11,87.46,19.79
-10.61,25.30,97.03,10.36
-8.48,25.32,107.26,1.83
-6.19,25.15,114.95,-7.36
-3.82,24.74,120.30,-18.66
-1.38,24.13,123.36,-28.68
1.09,23.33,124.91,-38.12
3.58,22.40,125.59,-45.77
6.06,21.36,125.19,-50.87
8.49,20.23,123.62,-55.51
10.81,19.04,118.77,-60.38
13.03,17.75,113.91,-64.23
15.13,16.40,107.97,-67.75
17.11,14.98,101.93,-71.05
18.98,13.51,96.61,-73.60
20.74,12.00,90.91,-76.90
22.37,10.39,84.66,-81.17
23.85,8.67,77.04,-86.64
25.16,6.81,68.40,-93.70
26.26,4.81,58.16,-100.83
27.17,2.69,48.62,-106.80
27.89,0.44,39.36,-112.92
28.44,-1.94,30.30,-120.22
28.81,-4.41,21.79,-125.44
29.05,-6.91,14.86,-128.07
29.19,-9.46,8.78,-129.75
29.26,-12.00,4.71,-129.13
29.26,-14.52,1.05,-127.91
29.19,-17.00,-2.52,-126.43
29.03,-19.47,-6.93,-125.05
28.79,-21.89,-11.06,-123.18
28.56,-24.16,-12.17,-116.64
28.33,-26.28,-12.69,-108.73
28.11,-28.22,-12.19,-99.13
27.91,-29.94,-10.97,-87.18
27.72,-31.45,-10.01,-75.77
27.54,-32.74,-10.22,-64.47
27.33,-33.84,-11.77,-54.31
27.03,-34.74,-14.77,-44.80
26.67,-35.46,-18.06,-36.03
26.23,-36.03,-22.27,-27.69
25.69,-36.46,-26.59,-20.67
24.99,-36.72,-31.72,-12.71
24.23,-36.81,-35.29,-4.04
23.36,-36.77,-39.53,2.73
22.37,-36.68,-45.77,5.85
21.21,-36.57,-53.66,6.60
19.89,-36.52,-62.25,4.53
18.44,-36.50,-69.27,2.97
16.94,-36.48,-72.76,3.18
15.41,-36.43,-73.89,4.54
13.90,-36.35,-73.38,6.02
12.41,-36.28,-72.24,6.72
10.96,-36.17,-70.08,8.72
9.60,-35.97,-65.26,12.52
8.36,-35.66,-59.09,17.43
7.19,-35.32,-55.59,19.79
6.04,-34.98,-53.93,20.20
4.98,-34.52,-49.61,24.40
4.04,-33.96,-43.98,30.05
3.14,-33.36,-41.67,32.33
2.20,-32.75,-42.58,33.86
1.28,-32.03,-41.74,38.90
0.47,-31.12,-38.46,47.75
-0.36,-30.08,-38.52,54.54
-1.27,-28.97,-41.86,59.25
-2.22,-27.69,-44.24,68.45
-3.27,-26.16,-47.67,78.03
-4.47,-24.54,-55.14,83.43
-5.88,-22.89,-64.84,85.91
-7.39,-21.10,-71.41,91.32
-9.04,-19.29,-78.02,93.15
-10.75,-17.51,-82.24,91.49
-12.43,-15.78,-82.00,89.75
-13.98,-14.04,-74.98,91.40
-15.31,-12.25,-65.35,93.60
-16.48,-10.54,-56.23,90.45
-17.43,-8.94,-45.86,85.41
-18.04,-7.32,-29.64,84.16
-18.32,-5.79,-12.95,80.40
-18.32,-4.45,1.95,71.25
-18.03,-3.32,16.68,61.35
-17.48,-2.34,30.33,53.18
-16.63,-1.48,44.87,45.96
-15.54,-0.75,57.46,38.79
-14.19,-0.10,70.77,34.11
-12.59,0.50,83.20,30.90
-10.84,0.98,92.17,25.14
-8.99,1.34,97.72,17.83
-7.03,1.62,102.80,13.23
-4.95,1.85,108.70,11.34
-2.86,1.98,110.59,6.67
-0.78,2.03,110.56,1.77
1.29,2.04,110.02,-1.25
3.32,1.96,108.22,-5.04
5.31,1.77,105.29,-10.56
7.26,1.49,102.50,-16.25
9.13,1.07,99.09,-23.31
10.85,0.43,91.78,-34.05
12.41,-0.38,83.99,-43.19
13.87,-1.34,77.07,-51.08
15.16,-2.43,69.38,-58.14
16.27,-3.65,60.69,-64.24
17.21,-4.95,51.40,-69.21
17.94,-6.30,41.36,-71.78
18.51,-7.66,32.75,-72.26
18.91,-8.99,24.22,-71.29
19.17,-10.27,16.60,-68.73
19.28,-11.51,8.89,-65.80
19.27,-12.69,2.09,-62.84
19.16,-13.83,-3.68,-59.70
18.98,-14.91,-7.73,-57.08
18.72,-15.95,-11.47,-54.37
18.40,-16.97,-13.85,-52.32
18.02,-18.02,-17.04,-53.38
17.57,-19.11,-20.55,-55.54
17.08,-20.24,-22.45,-56.42
16.59,-21.38,-24.03,-57.89
16.07,-22.56,-25.42,-59.09
15.50,-23.77,-27.05,-59.95
14.86,-25.00,-29.58,-60.89
14.17,-26.22,-31.62,-60.15
13.47,-27.36,-32.63,-56.84
12.74,-28.44,-34.77,-53.28
11.94,-29.38,-36.59,-47.54
11.09,-30.19,-38.92,-40.44
10.13,-30.83,-42.76,-32.48
9.08,-31.26,-47.14,-21.93
7.97,-31.43,-50.30,-8.51
6.81,-31.31,-52.59,6.21
5.63,-30.86,-53.10,23.39
4.53,-29.99,-49.44,44.74
3.53,-28.73,-44.87,64.36
2.52,-27.28,-45.05,74.90
1.48,-25.70,-46.05,81.65
0.47,-23.99,-45.47,87.30
-0.54,-22.25,-45.70,88.80
-1.55,-20.53,-45.64,87.86
-2.54,-18.88,-44.73,84.88
-3.50,-17.30,-43.31,81.47
-4.42,-15.82,-41.84,76.56
-5.34,-14.46,-41.29,71.33
-6.25,-13.16,-40.17,67.90
-7.04,-11.83,-35.83,68.50
-7.74,-10.46,-31.67,71.06
-8.32,-9.06,-26.05,73.48
-8.82,-7.58,-21.05,75.92
-9.13,-5.98,-12.82,81.06
-9.28,-4.30,-4.26,85.53
-9.25,-2.62,4.18,85.52
-9.06,-1.04,12.66,82.10
-8.74,0.51,19.93,79.67
-8.21,2.05,28.63,78.72
-7.53,3.55,36.77,76.62
-6.74,4.99,43.50,74.25
-5.80,6.41,50.27,73.13
-4.75,7.73,55.65,69.26
-3.70,8.78,56.44,56.84
-2.74,9.49,53.50,40.15
-1.78,9.99,51.94,28.53
-0.76,10.44,54.83,26.39
0.24,10.83,54.96,22.26
1.20,11.13,53.14,17.35
2.16,11.41,52.35,15.41
3.11,11.70,52.02,15.22
4.06,12.02,51.89,16.61
5.06,12.45,53.46,20.90
6.17,12.96,58.06,25.82
7.42,13.52,64.67,28.84
8.79,14.04,71.10,27.05
10.21,14.35,73.56,17.64
11.61,14.33,73.18,2.77
12.93,13.92,70.27,-16.38
14.11,13.10,63.54,-38.33
15.15,11.87,55.76,-58.68
16.05,10.42,49.02,-72.09
16.83,8.81,42.34,-80.83
17.52,7.16,37.67,-83.06
18.18,5.59,36.18,-80.84
18.83,4.10,34.95,-77.13
19.44,2.62,32.41,-74.71
19.93,1.13,28.03,-72.65
20.31,-0.31,23.43,-70.83
20.63,-1.69,20.07,-68.96
20.94,-3.04,17.04,-68.22
21.17,-4.43,12.77,-69.56
21.29,-5.83,7.83,-70.82
21.24,-7.30,-0.02,-73.25
21.00,-8.81,-9.51,-75.60
20.55,-10.29,-19.66,-74.49
19.96,-11.68,-27.11,-68.85
19.25,-12.86,-33.34,-58.65
18.44,-13.84,-38.61,-47.33
17.53,-14.62,-43.61,-36.63
16.50,-15.20,-49.14,-26.26
15.34,-15.64,-55.69,-18.41
14.04,-15.94,-62.37,-11.15
12.65,-16.04,-67.42,-1.90
11.22,-15.92,-70.00,9.43
9.71,-15.63,-72.99,18.88
8.12,-15.20,-76.30,27.13
6.50,-14.60,-77.96,34.62
4.84,-13.94,-80.72,38.94
3.10,-13.26,-83.64,39.75
1.34,-12.59,-84.82,39.14
-0.38,-11.92,-83.94,39.14
-2.10,-11.25,-82.62,38.33
-3.75,-10.61,-80.45,37.10
-5.36,-9.95,-77.45,37.78
-6.87,-9.22,-73.11,41.23
-8.20,-8.36,-65.97,47.62
-9.42,-7.41,-58.61,53.26
-10.52,-6.42,-52.35,55.93
-11.55,-5.36,-47.05,58.55
-12.37,-4.21,-40.24,62.40
-13.04,-2.99,-31.78,66.77
-13.54,-1.77,-22.59,68.23
-13.89,-0.57,-14.04,67.19
-13.98,0.63,-3.76,66.75
-13.89,1.77,6.02,64.54
-13.68,2.76,12.56,57.38
-13.36,3.53,17.54,46.58
-12.94,4.13,22.48,37.32
-12.36,4.55,27.98,27.29
-11.70,4.74,31.50,15.47
-11.04,4.68,33.22,3.60
-10.40,4.36,32.26,-10.12
-9.82,3.85,29.74,-21.44
-9.25,3.26,28.34,-27.90
-8.66,2.66,28.92,-30.54
-8.16,1.99,25.64,-33.71
-7.80,1.29,19.58,-36.68
-7.55,0.69,14.02,-35.65
-7.35,0.22,10.91,-29.90
-7.16,-0.03,10.83,-20.28
-6.91,-0.06,12.74,-9.13
-6.59,0.09,15.22,1.60
-6.25,0.39,17.06,9.71
-5.86,0.79,19.55,16.90
-5.39,1.30,23.64,23.03
-4.83,1.87,27.11,26.64
-4.22,2.44,32.26,27.44
-3.68,2.84,28.90,21.14
-3.23,2.97,23.46,8.48
-2.85,2.87,20.44,-5.32
-2.55,2.32,18.26,-23.28
-2.13,1.40,22.90,-43.37
-1.67,0.14,24.67,-59.62
-1.22,-1.11,24.22,-63.03
-0.84,-2.29,22.56,-59.42
-0.31,-3.30,26.87,-51.41
0.22,-4.32,35.34,-49.85
0.63,-5.42,22.20,-53.13
0.90,-6.73,16.78,-62.58
1.03,-8.01,9.53,-64.64
1.36,-9.09,15.65,-52.09
1.87,-9.71,24.08,-33.66
2.24,-9.68,20.41,-0.84
2.35,-9.12,6.99,24.49
2.33,-8.04,-0.65,51.08
2.24,-6.45,-4.38,75.08
2.00,-4.62,-11.12,91.13
1.35,-3.41,-26.00,67.04
-0.01,-2.52,-61.99,55.69
-0.95,-1.75,-49.54,46.65
-1.38,-1.57,-27.62,14.80
-1.43,-1.70,-4.57,-8.49
-1.02,-2.08,18.42,-18.24
-0.38,-2.80,33.10,-34.30
0.03,-3.79,23.04,-47.81
0.47,-4.78,21.53,-48.95
0.78,-5.59,18.43,-42.56
0.90,-6.18,10.21,-32.34
0.97,-6.30,6.07,-9.42
1.07,-6.10,4.88,8.53
1.01,-5.69,-1.58,20.17
1.10,-5.85,3.39,5.36
1.09,-5.91,0.68,-2.27
1.06,-5.74,-2.28,5.54
0.89,-5.64,-8.83,6.36
0.56,-5.59,-14.71,4.25
0.20,-5.56,-16.18,2.64
-0.02,-5.57,-11.71,-0.13
-0.07,-5.67,-4.11,-3.11
-0.13,-5.69,-1.07,-0.78
-0.15,-5.67,0.21,1.72
-0.11,-5.65,1.33,2.31
